Name,Location,Year,Kilometers_Driven,Owner_Type,Seats,Price,Fuel_Diesel,Fuel_Petrol,Transmission_Automatic,Transmission_Manual
Skoda Rapid 1.5 TDI Ambition,Mumbai,2012,54500,First,5.0,4.1,True,False,False,True
Toyota Innova Crysta 2.4 ZX MT,Ahmedabad,2016,54000,First,7.0,16.5,True,False,False,True
Tata Tiago 1.2 Revotron XZ WO Alloy,Hyderabad,2017,16500,First,5.0,5.0,False,True,False,True
Honda Amaze V Petrol,Jaipur,2018,6000,First,5.0,6.7,False,True,False,True
Maruti Wagon R LXI,Mumbai,2010,12000,First,5.0,2.45,False,True,False,True
Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2018,4500,First,5.0,4.8,False,True,False,True
Hyundai Grand i10 1.2 Kappa Asta,Kochi,2017,51223,First,5.0,5.66,False,True,False,True
Ford Mustang V8,Kochi,2018,21290,First,4.0,56.8,False,True,True,False
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,First,7.0,19.4,True,False,True,False
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,First,5.0,5.99,False,True,False,True
Honda Amaze S Diesel,Kolkata,2013,46500,First,5.0,3.3,True,False,False,True
Maruti Wagon R VXI,Jaipur,2017,39867,First,5.0,4.5,False,True,False,True
Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,First,5.0,15.5,True,False,True,False
Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,First,5.0,3.4,True,False,False,True
Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,First,5.0,7.97,False,True,False,True
Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,First,5.0,8.55,True,False,True,False
Maruti Eeco 7 Seater Standard,Chennai,2016,55000,First,7.0,3.75,False,True,False,True
Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,First,7.0,16.42,True,False,False,True
Mercedes-Benz GLE 350d,Chennai,2016,29000,First,5.0,65.0,True,False,True,False
Maruti Wagon R VXI AMT,Kolkata,2017,17000,First,5.0,3.95,False,True,True,False
BMW 3 Series 320d,Mumbai,2011,51000,First,5.0,10.5,True,False,True,False
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,First,5.0,17.27,True,False,True,False
BMW 3 Series Luxury Line,Pune,2016,70000,Second,5.0,27.0,True,False,True,False
Honda Jazz V,Kochi,2017,36973,First,5.0,6.8,False,True,False,True
Maruti Wagon R VXI,Mumbai,2014,43628,First,5.0,3.16,False,True,False,True
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,First,5.0,11.5,True,False,True,False
Maruti Alto K10 LXI,Delhi,2016,35027,First,5.0,3.0,False,True,False,True
Maruti Vitara Brezza ZDi,Bangalore,2017,45000,First,5.0,9.75,True,False,False,True
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,First,5.0,36.64,True,False,True,False
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,First,5.0,5.43,True,False,False,True
Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,First,5.0,3.0,False,True,False,True
Honda WRV i-VTEC VX,Hyderabad,2017,15000,First,5.0,8.9,False,True,False,True
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,First,5.0,3.59,False,True,False,True
Maruti Ertiga VDI,Pune,2016,54161,First,7.0,7.64,True,False,False,True
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Second,5.0,7.64,False,True,False,True
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,First,7.0,28.85,True,False,False,True
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,First,5.0,5.75,True,False,False,True
Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,First,7.0,19.5,True,False,True,False
Hyundai Xcent 1.2 VTVT E,Pune,2018,40000,First,5.0,5.0,False,True,False,True
Hyundai Verna VTVT 1.6 SX Option,Kochi,2019,12336,First,5.0,11.88,False,True,False,True
Nissan Micra Active XV,Pune,2018,24000,First,5.0,4.0,False,True,False,True
Volkswagen Vento 1.5 TDI Highline,Chennai,2011,121311,First,5.0,2.9,True,False,False,True
Tata Tiago 1.2 Revotron XT Option,Coimbatore,2019,16698,First,5.0,5.85,False,True,False,True
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,2016,52000,First,5.0,42.0,True,False,True,False
Hyundai Elite i20 Sportz Plus,Kochi,2017,37460,First,5.0,6.28,False,True,False,True
Mercedes-Benz S-Class S 350 d,Bangalore,2011,47140,Second,5.0,30.0,True,False,True,False
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,93000,First,5.0,10.8,True,False,False,True
Volvo V40 D3 R Design,Hyderabad,2015,38000,Second,5.0,24.0,True,False,True,False
BMW 3 Series Luxury Line,Kochi,2018,21936,First,5.0,37.92,True,False,True,False
Skoda Superb Style 1.8 TSI AT,Delhi,2013,80000,Second,5.0,7.25,False,True,True,False
Mahindra Thar CRDe,Coimbatore,2017,28599,First,6.0,9.66,True,False,False,True
Datsun redi-GO T,Kolkata,2016,15000,First,5.0,2.25,False,True,False,True
Maruti Alto K10 VXI,Kochi,2015,23876,First,5.0,3.46,False,True,False,True
BMW 3 Series 320d,Hyderabad,2011,89000,First,5.0,13.95,True,False,True,False
Maruti Wagon R VXI 1.2,Kolkata,2014,37000,First,5.0,2.8,False,True,False,True
Audi A4 35 TDI Technology,Hyderabad,2017,14000,First,5.0,43.0,True,False,True,False
Hyundai Santro D Lite,Chennai,2001,140000,Third,5.0,0.7,False,True,False,True
Maruti Baleno Alpha,Chennai,2016,16000,First,5.0,6.95,False,True,False,True
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,First,5.0,9.62,False,True,False,True
Maruti Wagon R LXI,Kochi,2014,52431,First,5.0,3.01,False,True,False,True
Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,First,5.0,10.19,True,False,False,True
Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,First,5.0,8.4,True,False,False,True
Maruti Baleno Alpha CVT,Mumbai,2018,3000,First,5.0,8.85,False,True,True,False
Honda City i-VTEC VX,Ahmedabad,2017,29000,First,5.0,10.0,False,True,False,True
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,First,5.0,46.95,True,False,True,False
Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,First,5.0,13.25,False,True,False,True
Hyundai Creta 1.6 SX,Delhi,2016,69000,First,5.0,9.7,False,True,False,True
Maruti Dzire AMT VDI,Coimbatore,2018,25082,First,5.0,8.37,True,False,True,False
Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,First,5.0,24.37,True,False,True,False
Ford Aspire Titanium Diesel,Kolkata,2017,60048,First,5.0,6.0,True,False,False,True
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,First,5.0,8.3,False,True,True,False
Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,First,5.0,5.0,False,True,True,False
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,First,5.0,2.9,True,False,False,True
Honda Amaze V CVT Petrol,Kochi,2019,25717,First,5.0,8.86,False,True,True,False
Honda Jazz VX,Chennai,2017,8000,First,5.0,7.9,False,True,False,True
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,First,5.0,16.27,True,False,False,True
BMW 5 Series 530d M Sport,Hyderabad,2016,27000,First,5.0,48.0,True,False,True,False
Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,First,5.0,18.9,True,False,True,False
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,First,5.0,4.91,True,False,False,True
BMW X3 xDrive 20d xLine,Kochi,2017,36723,First,5.0,32.57,True,False,True,False
Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,First,7.0,68.0,True,False,True,False
Honda Jazz VX Diesel,Hyderabad,2017,17151,First,5.0,8.4,True,False,False,True
Maruti Vitara Brezza LDi,Kochi,2018,32539,First,5.0,8.39,True,False,False,True
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,First,7.0,56.14,True,False,True,False
Jeep Compass 2.0 Sport,Kolkata,2017,27000,First,5.0,15.0,True,False,False,True
Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,First,5.0,9.05,True,False,False,True
Maruti Celerio LXI MT,Kolkata,2018,30000,First,5.0,3.75,False,True,False,True
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,First,5.0,9.88,True,False,False,True
Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,First,5.0,8.78,False,True,False,True
Maruti Dzire VDI,Hyderabad,2013,68434,First,5.0,5.5,True,False,False,True
Maruti Alto K10 VXI,Pune,2014,17000,First,5.0,2.1,False,True,False,True
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,First,5.0,5.5,True,False,False,True
Maruti Wagon R VXI,Kochi,2019,31817,First,5.0,5.34,False,True,False,True
Mercedes-Benz GLE 250d,Hyderabad,2016,50000,First,5.0,49.0,True,False,True,False
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,First,5.0,3.75,True,False,False,True
Mercedes-Benz GLE 350d,Bangalore,2016,28541,First,5.0,60.75,True,False,True,False
Nissan Micra XV CVT,Kolkata,2011,44000,First,5.0,2.65,False,True,True,False
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,First,5.0,5.27,False,True,False,True
Honda Jazz VX Diesel,Chennai,2016,14980,First,5.0,7.4,True,False,False,True
Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,First,5.0,27.0,True,False,True,False
Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,First,5.0,10.77,False,True,False,True
BMW 5 Series 530d M Sport,Chennai,2010,58000,First,5.0,11.75,True,False,True,False
Tata Zest Revotron 1.2T XM,Kochi,2015,39208,First,5.0,4.52,False,True,False,True
Honda City i-VTEC VX,Coimbatore,2013,38622,First,5.0,6.26,False,True,False,True
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,First,5.0,5.25,True,False,True,False
Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Second,5.0,4.99,False,True,True,False
Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,First,5.0,4.41,False,True,True,False
Mahindra Bolero ZLX,Coimbatore,2017,68557,First,7.0,8.14,True,False,False,True
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,First,5.0,8.45,True,False,False,True
BMW 3 Series 320d,Bangalore,2012,73000,First,5.0,12.5,True,False,True,False
Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,First,5.0,7.69,True,False,False,True
Hyundai Creta 1.6 SX Option,Kochi,2018,53322,First,5.0,12.13,False,True,False,True
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,First,5.0,8.75,False,True,False,True
Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,First,5.0,7.23,False,True,False,True
Hyundai Elantra 1.6 SX,Pune,2013,170000,First,5.0,7.5,True,False,False,True
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,First,5.0,8.9,True,False,False,True
Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,First,5.0,4.9,True,False,False,True
Maruti Alto K10 VXI,Kochi,2015,37929,First,5.0,3.69,False,True,False,True
Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,First,5.0,3.98,False,True,False,True
Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,First,5.0,6.69,False,True,False,True
Honda BRV i-VTEC V CVT,Mumbai,2017,17000,First,7.0,9.5,False,True,True,False
Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,First,5.0,5.63,False,True,True,False
Hyundai Creta 1.6 SX,Coimbatore,2018,17665,First,5.0,11.78,False,True,False,True
Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,First,5.0,4.8,False,True,False,True
Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,First,5.0,3.49,False,True,False,True
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,First,5.0,6.3,True,False,False,True
Maruti Baleno RS Petrol,Kochi,2018,43639,First,5.0,8.15,False,True,False,True
BMW 3 Series Luxury Line,Bangalore,2017,21000,First,5.0,35.0,True,False,True,False
Maruti Dzire VXI,Pune,2013,74000,First,5.0,4.5,False,True,False,True
Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,First,5.0,6.9,True,False,False,True
Audi A6 35 TDI Matrix,Chennai,2015,20000,First,5.0,35.5,True,False,True,False
Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,First,5.0,6.28,True,False,False,True
Tata Bolt Quadrajet XE,Hyderabad,2016,100303,First,5.0,3.7,True,False,False,True
Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,First,7.0,2.9,False,True,False,True
Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,First,5.0,4.25,True,False,False,True
BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,First,5.0,29.5,True,False,True,False
Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,First,5.0,10.9,True,False,False,True
Maruti Celerio ZXI MT,Bangalore,2015,48808,First,5.0,4.3,False,True,False,True
Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,First,5.0,8.6,False,True,False,True
Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,First,5.0,6.75,True,False,False,True
Volkswagen Polo GT TSI,Kochi,2015,26323,First,5.0,7.4,False,True,True,False
Mahindra Bolero ZLX,Jaipur,2016,65000,First,7.0,7.21,True,False,False,True
Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,First,5.0,4.2,True,False,False,True
Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,First,7.0,16.5,True,False,False,True
Maruti Swift LDI,Jaipur,2015,39437,First,5.0,5.15,True,False,False,True
Tata Zest Revotron 1.2T XM,Mumbai,2014,36000,First,5.0,3.7,False,True,False,True
Hyundai Grand i10 1.2 Kappa Magna,Pune,2010,45252,First,5.0,2.25,False,True,False,True
Maruti Ertiga VDI,Kochi,2018,51236,First,7.0,8.49,True,False,False,True
Maruti Dzire AMT VXI,Chennai,2017,42000,First,5.0,5.5,False,True,True,False
Toyota Corolla Altis 1.8 VL CVT,Coimbatore,2016,82725,First,5.0,11.99,False,True,True,False
BMW 3 Series Sport,Mumbai,2016,19000,Second,5.0,29.99,True,False,True,False
Maruti Wagon R VXI AMT,Delhi,2016,30000,First,5.0,4.25,False,True,True,False
Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2016,22000,First,5.0,8.25,True,False,False,True
Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,First,5.0,8.2,False,True,False,True
Mercedes-Benz GLA Class 200 d Style,Kochi,2016,26212,First,5.0,24.46,True,False,True,False
Tata Zest Revotron 1.2T XMS,Pune,2014,23500,Second,5.0,3.9,False,True,False,True
Maruti Wagon R VXI AMT1.2,Mumbai,2015,26000,First,5.0,3.65,False,True,True,False
Hyundai Xcent 1.2 CRDi S,Kolkata,2016,26000,First,5.0,5.0,True,False,False,True
Maruti Wagon R VXI,Jaipur,2017,35362,First,5.0,3.85,False,True,False,True
BMW 3 Series 320d,Bangalore,2010,58000,First,5.0,11.5,True,False,True,False
Renault KWID Climber 1.0 AMT,Chennai,2018,14000,First,5.0,4.5,False,True,True,False
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2016,47392,First,5.0,13.82,True,False,False,True
Maruti Dzire LDI,Pune,2017,48000,First,5.0,6.0,True,False,False,True
Renault KWID RXL,Jaipur,2016,26000,First,5.0,2.55,False,True,False,True
Maruti Alto K10 VXI,Jaipur,2016,35000,First,5.0,3.0,False,True,False,True
BMW X3 xDrive 20d Luxury Line,Mumbai,2018,1400,First,5.0,61.25,True,False,True,False
Mini Cooper 3 DOOR S,Kochi,2016,21110,First,4.0,28.95,False,True,True,False
Toyota Etios Liva 1.2 G,Coimbatore,2015,64005,First,5.0,4.57,False,True,False,True
Nissan Micra XV CVT,Mumbai,2015,34895,First,5.0,4.6,False,True,True,False
Toyota Innova Crysta 2.8 GX AT,Kochi,2017,20789,First,7.0,18.36,True,False,True,False
Land Rover Range Rover Sport SE,Delhi,2014,47000,Second,5.0,64.75,True,False,True,False
BMW 5 Series 520d Luxury Line,Coimbatore,2016,75637,First,5.0,30.37,True,False,True,False
Renault KWID RXT Optional,Kochi,2019,6568,First,5.0,5.09,False,True,False,True
BMW 3 Series 320d Luxury Line,Kochi,2016,62404,First,5.0,21.33,True,False,True,False
BMW 3 Series Luxury Line,Coimbatore,2017,34232,First,5.0,35.84,True,False,True,False
Honda CR-V Petrol 2WD,Chennai,2004,135000,Third,5.0,3.0,False,True,True,False
Renault Duster 110PS Diesel RxZ AWD,Chennai,2012,80000,First,5.0,6.75,True,False,False,True
Toyota Fortuner 2.8 2WD AT,Coimbatore,2019,28069,First,7.0,30.85,True,False,True,False
Nissan Sunny XV D,Chennai,2012,70000,Second,5.0,4.0,True,False,False,True
Maruti Wagon R ZXI AMT 1.2,Mumbai,2019,600,First,5.0,6.25,False,True,True,False
Tata Tigor XE Diesel,Ahmedabad,2017,16235,First,5.0,5.5,True,False,False,True
Skoda Superb Style 1.8 TSI AT,Kochi,2017,73641,First,5.0,17.08,False,True,True,False
Hyundai Verna VTVT 1.6 AT SX Plus,Mumbai,2012,75059,First,5.0,4.25,False,True,True,False
Toyota Etios 1.4 VXD,Pune,2018,3000,First,5.0,7.9,True,False,False,True
Volkswagen Polo 1.5 TDI Highline,Coimbatore,2014,52951,First,5.0,5.65,True,False,False,True
Maruti Eeco 7 Seater Standard,Delhi,2016,126000,First,7.0,2.2,False,True,False,True
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,First,5.0,10.0,True,False,False,True
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,First,5.0,4.75,False,True,False,True
Maruti Baleno Zeta,Coimbatore,2018,33150,First,5.0,7.39,False,True,False,True
Honda City i-VTEC VX,Ahmedabad,2012,34000,First,5.0,5.75,False,True,False,True
Honda BRV i-VTEC V CVT,Mumbai,2017,16503,First,7.0,9.5,False,True,True,False
Honda City i-VTEC CVT V,Kochi,2019,22321,First,5.0,11.66,False,True,True,False
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,First,6.0,5.5,False,True,False,True
Honda City i-VTEC V,Kochi,2018,11732,First,5.0,10.07,False,True,False,True
Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,First,7.0,16.95,True,False,False,True
Volvo S60 D4 Momentum,Hyderabad,2014,51000,First,5.0,21.5,True,False,True,False
Honda Brio 1.2 S Option MT,Delhi,2012,40315,First,5.0,2.75,False,True,False,True
Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,First,5.0,6.94,False,True,False,True
Nissan Terrano XL D Option,Kochi,2015,58817,First,5.0,6.25,True,False,False,True
Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,First,5.0,4.8,False,True,False,True
Renault KWID RXL,Kochi,2019,7858,First,5.0,3.8,False,True,False,True
Honda Amaze VX Petrol,Mumbai,2014,21000,First,5.0,4.75,False,True,False,True
Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,First,5.0,10.0,True,False,True,False
Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,First,5.0,9.66,False,True,False,True
Maruti Celerio VXI AMT,Kolkata,2016,30000,First,5.0,3.8,False,True,True,False
Renault KWID RXT Optional,Kochi,2017,21954,First,5.0,3.7,False,True,False,True
Nissan Micra XV CVT,Coimbatore,2017,54387,First,5.0,5.85,False,True,True,False
Renault KWID RXT Optional,Mumbai,2018,1617,First,5.0,4.29,False,True,False,True
Honda City i-DTEC SV,Hyderabad,2015,82000,First,5.0,8.0,True,False,False,True
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2016,28147,First,5.0,5.07,False,True,False,True
Renault Duster 110PS Diesel RxZ,Bangalore,2014,70000,First,5.0,8.25,True,False,False,True
Skoda Superb L&K 2.0 TDI AT,Mumbai,2017,35000,First,5.0,25.75,True,False,True,False
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,21248,First,5.0,9.44,True,False,False,True
Mercedes-Benz C-Class Progressive C 220d,Ahmedabad,2019,4000,First,5.0,35.0,True,False,True,False
Mitsubishi Pajero Sport 4X4,Jaipur,2014,70000,Second,7.0,11.85,True,False,False,True
Hyundai Creta 1.6 SX,Hyderabad,2018,9900,First,5.0,13.2,False,True,False,True
Tata Zest Quadrajet 1.3 75PS XE,Hyderabad,2016,125000,First,5.0,4.6,True,False,False,True
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,34686,First,5.0,11.86,True,False,True,False
Skoda Superb Style 2.0 TDI AT,Mumbai,2017,42000,First,5.0,22.99,True,False,True,False
Mahindra NuvoSport N6,Coimbatore,2018,37323,Second,7.0,7.29,True,False,False,True
Maruti Dzire LDI,Pune,2018,27000,First,5.0,5.9,True,False,False,True
Renault KWID RXL,Pune,2018,1000,First,5.0,3.4,False,True,False,True
Maruti Ertiga VXI AT Petrol,Mumbai,2017,28000,First,7.0,8.0,False,True,True,False
Toyota Corolla Altis 1.8 G CVT,Delhi,2010,109703,Second,5.0,4.0,False,True,True,False
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2018,8000,First,5.0,12.85,False,True,True,False
Mercedes-Benz GLA Class 200 Sport,Kochi,2018,17773,First,5.0,26.76,False,True,True,False
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2013,65000,Second,5.0,3.5,True,False,False,True
Volkswagen Ameo 1.2 MPI Highline,Ahmedabad,2016,34005,First,5.0,5.75,False,True,False,True
Maruti Baleno Alpha,Mumbai,2017,6000,First,5.0,7.5,False,True,False,True
Tata Hexa XTA,Jaipur,2016,39000,First,7.0,13.5,True,False,True,False
Tata Tiago 1.2 Revotron XT,Kochi,2017,15386,First,5.0,5.11,False,True,False,True
Audi A4 35 TDI Premium Plus,Coimbatore,2013,58629,Second,5.0,16.52,True,False,True,False
Tata Bolt Revotron XT,Chennai,2016,10000,First,5.0,4.0,False,True,False,True
Volkswagen Vento 1.6 Highline,Mumbai,2011,38000,First,5.0,3.25,False,True,False,True
Maruti Vitara Brezza VDi,Pune,2016,37208,First,5.0,7.43,True,False,False,True
Honda Brio 1.2 VX MT,Delhi,2013,33746,First,5.0,3.2,False,True,False,True
Maruti Swift VDI,Delhi,2014,27365,First,5.0,4.75,True,False,False,True
